district,year,month,date,ndvi,ndwi,ndbi,sensor,cloud_cover_pct,data_source,notes
Tiruchirappalli,2005,11,2005-11-15,0.494,0.186,0.019,Sentinel-2A MSI,9.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2005-11. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2005,12,2005-12-15,0.38,0.028,0.184,Landsat-7 ETM+,8.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2005-12. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2011,1,2011-01-15,0.438,-0.205,-0.138,Sentinel-2B MSI,12.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2011-01. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2011,2,2011-02-15,0.531,0.283,0.067,Sentinel-2A MSI,4.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2011-02. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2011,3,2011-03-15,0.315,0.236,0.049,Landsat-7 ETM+,10.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2011-03. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2011,4,2011-04-15,0.224,-0.391,0.04,Landsat-8 OLI,14.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2011-04. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2011,5,2011-05-15,0.284,0.109,0.094,Sentinel-2A MSI,12.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2011-05. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2011,6,2011-06-15,0.567,0.479,0.083,Sentinel-2A MSI,2.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2011-06. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2011,7,2011-07-15,0.585,-0.055,0.111,Sentinel-2B MSI,14.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2011-07. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2011,8,2011-08-15,0.516,0.329,-0.101,Sentinel-2A MSI,9.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2011-08. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2011,9,2011-09-15,0.499,0.123,0.162,Landsat-7 ETM+,3.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2011-09. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2011,10,2011-10-15,0.679,0.143,0.303,Landsat-8 OLI,12.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2011-10. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2011,11,2011-11-15,0.417,0.124,-0.135,Landsat-5 TM,2.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2011-11. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2011,12,2011-12-15,0.424,0.246,-0.082,Landsat-8 OLI,6.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2011-12. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2015,1,2015-01-15,0.467,-0.229,-0.084,Landsat-8 OLI,7.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2015-01. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2015,2,2015-02-15,0.554,-0.147,0.114,Sentinel-2A MSI,13.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2015-02. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2015,3,2015-03-15,0.273,0.086,-0.084,Sentinel-2B MSI,11.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2015-03. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2015,4,2015-04-15,0.129,0.007,-0.07,Sentinel-2A MSI,13.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2015-04. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2015,5,2015-05-15,0.143,-0.209,0.081,Landsat-8 OLI,0.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2015-05. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2015,6,2015-06-15,0.551,-0.146,-0.043,Landsat-7 ETM+,11.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2015-06. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2015,7,2015-07-15,0.596,0.026,0.024,Landsat-8 OLI,4.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2015-07. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2015,8,2015-08-15,0.646,0.174,0.043,Landsat-7 ETM+,0.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2015-08. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2015,9,2015-09-15,0.593,0.139,0.037,Landsat-7 ETM+,1.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2015-09. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2015,10,2015-10-15,0.468,-0.068,0.343,Sentinel-2B MSI,10.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2015-10. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2015,11,2015-11-15,0.575,0.299,0.236,Landsat-5 TM,6.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2015-11. Replace with real Sentinel-2/Landsat analysis."
Tiruchirappalli,2015,12,2015-12-15,0.495,-0.108,-0.14,Landsat-8 OLI,4.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruchirappalli, 2015-12. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2005,1,2005-01-15,0.454,0.223,0.079,Landsat-8 OLI,2.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2005-01. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2005,2,2005-02-15,0.435,-0.317,-0.179,Landsat-7 ETM+,10.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2005-02. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2005,3,2005-03-15,0.182,0.287,-0.016,Landsat-5 TM,1.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2005-03. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2005,4,2005-04-15,0.331,-0.37,-0.191,Sentinel-2B MSI,8.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2005-04. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2005,5,2005-05-15,0.285,-0.37,-0.084,Landsat-5 TM,11.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2005-05. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2005,6,2005-06-15,0.727,-0.056,0.246,Landsat-7 ETM+,10.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2005-06. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2005,7,2005-07-15,0.423,0.322,-0.097,Sentinel-2B MSI,5.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2005-07. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2005,8,2005-08-15,0.498,0.31,-0.117,Sentinel-2B MSI,1.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2005-08. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2005,9,2005-09-15,0.722,0.17,0.144,Landsat-8 OLI,2.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2005-09. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2005,10,2005-10-15,0.627,0.308,0.258,Sentinel-2B MSI,12.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2005-10. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2005,11,2005-11-15,0.465,-0.07,0.12,Landsat-5 TM,2.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2005-11. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2005,12,2005-12-15,0.409,-0.05,-0.125,Landsat-5 TM,11.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2005-12. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2011,1,2011-01-15,0.409,-0.036,0.023,Landsat-8 OLI,10.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2011-01. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2011,2,2011-02-15,0.415,-0.17,-0.186,Landsat-8 OLI,6.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2011-02. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2011,3,2011-03-15,0.316,0.189,-0.126,Sentinel-2A MSI,4.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2011-03. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2011,4,2011-04-15,0.29,-0.351,0.213,Sentinel-2A MSI,14.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2011-04. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2011,5,2011-05-15,0.175,0.072,0.12,Sentinel-2A MSI,6.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2011-05. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2011,6,2011-06-15,0.606,-0.1,-0.03,Sentinel-2B MSI,14.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2011-06. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2011,7,2011-07-15,0.712,-0.082,-0.05,Landsat-7 ETM+,5.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2011-07. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2011,8,2011-08-15,0.678,-0.114,0.211,Sentinel-2A MSI,4.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2011-08. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2011,9,2011-09-15,0.672,-0.009,0.184,Sentinel-2A MSI,5.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2011-09. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2011,10,2011-10-15,0.695,0.491,0.031,Landsat-7 ETM+,11.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2011-10. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2011,11,2011-11-15,0.347,0.148,0.096,Landsat-7 ETM+,0.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2011-11. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2011,12,2011-12-15,0.531,0.149,-0.235,Landsat-7 ETM+,5.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2011-12. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2015,1,2015-01-15,0.451,0.035,-0.197,Landsat-5 TM,9.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2015-01. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2015,2,2015-02-15,0.453,-0.074,-0.089,Sentinel-2A MSI,7.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2015-02. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2015,3,2015-03-15,0.187,0.202,0.051,Landsat-5 TM,14.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2015-03. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2015,4,2015-04-15,0.288,-0.085,0.219,Sentinel-2A MSI,6.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2015-04. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2015,5,2015-05-15,0.162,0.202,-0.083,Landsat-7 ETM+,7.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2015-05. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2015,6,2015-06-15,0.512,0.141,-0.19,Sentinel-2A MSI,9.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2015-06. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2015,7,2015-07-15,0.663,0.133,0.22,Sentinel-2B MSI,0.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2015-07. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2015,8,2015-08-15,0.538,0.064,0.122,Landsat-8 OLI,4.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2015-08. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2015,9,2015-09-15,0.413,0.386,-0.058,Sentinel-2B MSI,0.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2015-09. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2015,10,2015-10-15,0.702,-0.132,-0.06,Landsat-8 OLI,6.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2015-10. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2015,11,2015-11-15,0.336,-0.036,-0.078,Landsat-5 TM,13.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2015-11. Replace with real Sentinel-2/Landsat analysis."
Tirunelveli,2015,12,2015-12-15,0.344,0.036,-0.239,Landsat-8 OLI,0.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirunelveli, 2015-12. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2005,1,2005-01-15,0.474,-0.04,-0.018,Landsat-5 TM,10.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2005-01. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2005,2,2005-02-15,0.516,-0.136,-0.035,Sentinel-2B MSI,1.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2005-02. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2005,3,2005-03-15,0.267,-0.256,0.023,Landsat-8 OLI,2.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2005-03. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2005,4,2005-04-15,0.257,-0.259,0.099,Landsat-5 TM,12.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2005-04. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2005,5,2005-05-15,0.236,-0.367,0.298,Sentinel-2A MSI,12.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2005-05. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2005,6,2005-06-15,0.683,0.302,0.068,Sentinel-2B MSI,5.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2005-06. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2005,7,2005-07-15,0.5,0.133,-0.135,Landsat-5 TM,9.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2005-07. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2005,8,2005-08-15,0.571,0.103,0.047,Landsat-7 ETM+,6.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2005-08. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2005,9,2005-09-15,0.527,0.27,0.051,Landsat-5 TM,9.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2005-09. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2005,10,2005-10-15,0.574,0.149,0.113,Sentinel-2A MSI,4.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2005-10. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2005,11,2005-11-15,0.508,0.397,0.249,Sentinel-2B MSI,10.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2005-11. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2005,12,2005-12-15,0.332,0.124,-0.118,Landsat-8 OLI,12.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2005-12. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2011,1,2011-01-15,0.468,0.238,0.099,Sentinel-2A MSI,4.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2011-01. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2011,2,2011-02-15,0.373,0.081,-0.12,Landsat-7 ETM+,1.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2011-02. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2011,3,2011-03-15,0.163,0.179,0.005,Sentinel-2B MSI,14.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2011-03. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2011,4,2011-04-15,0.275,-0.259,-0.1,Landsat-5 TM,3.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2011-04. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2011,5,2011-05-15,0.327,-0.277,0.219,Sentinel-2A MSI,11.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2011-05. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2011,6,2011-06-15,0.506,0.02,-0.086,Landsat-5 TM,13.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2011-06. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2011,7,2011-07-15,0.558,0.26,-0.2,Landsat-7 ETM+,3.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2011-07. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2011,8,2011-08-15,0.621,-0.116,0.115,Sentinel-2B MSI,14.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2011-08. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2011,9,2011-09-15,0.705,0.419,-0.119,Landsat-5 TM,11.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2011-09. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2011,10,2011-10-15,0.577,0.316,0.193,Landsat-7 ETM+,14.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2011-10. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2011,11,2011-11-15,0.354,-0.05,-0.099,Sentinel-2A MSI,3.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2011-11. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2011,12,2011-12-15,0.467,0.062,0.272,Landsat-8 OLI,8.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2011-12. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2015,1,2015-01-15,0.42,-0.206,0.181,Landsat-7 ETM+,5.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2015-01. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2015,2,2015-02-15,0.525,-0.385,0.282,Sentinel-2B MSI,0.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2015-02. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2015,3,2015-03-15,0.328,-0.362,0.255,Landsat-7 ETM+,3.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2015-03. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2015,4,2015-04-15,0.241,0.09,0.247,Landsat-5 TM,8.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2015-04. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2015,5,2015-05-15,0.192,-0.394,0.278,Landsat-8 OLI,4.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2015-05. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2015,6,2015-06-15,0.757,0.008,0.223,Landsat-7 ETM+,13.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2015-06. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2015,7,2015-07-15,0.677,0.337,-0.027,Landsat-5 TM,4.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2015-07. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2015,8,2015-08-15,0.502,0.144,0.155,Landsat-8 OLI,10.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2015-08. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2015,9,2015-09-15,0.745,0.377,0.134,Sentinel-2B MSI,1.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2015-09. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2015,10,2015-10-15,0.599,0.183,-0.07,Landsat-5 TM,11.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2015-10. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2015,11,2015-11-15,0.447,0.11,0.103,Landsat-5 TM,6.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2015-11. Replace with real Sentinel-2/Landsat analysis."
Tirupathur,2015,12,2015-12-15,0.457,-0.142,-0.163,Sentinel-2B MSI,10.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tirupathur, 2015-12. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2005,1,2005-01-15,0.518,-0.309,0.077,Sentinel-2A MSI,11.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2005-01. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2005,2,2005-02-15,0.412,0.115,-0.107,Sentinel-2B MSI,12.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2005-02. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2005,3,2005-03-15,0.28,-0.11,-0.15,Sentinel-2A MSI,14.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2005-03. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2005,4,2005-04-15,0.299,0.264,0.258,Sentinel-2B MSI,9.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2005-04. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2005,5,2005-05-15,0.379,-0.261,0.136,Landsat-7 ETM+,0.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2005-05. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2005,6,2005-06-15,0.645,-0.096,0.277,Landsat-7 ETM+,14.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2005-06. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2005,7,2005-07-15,0.507,0.105,0.256,Sentinel-2A MSI,12.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2005-07. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2005,8,2005-08-15,0.571,-0.058,0.27,Landsat-8 OLI,4.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2005-08. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2005,9,2005-09-15,0.561,0.399,0.08,Landsat-8 OLI,10.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2005-09. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2005,10,2005-10-15,0.475,0.355,-0.234,Landsat-8 OLI,3.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2005-10. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2005,11,2005-11-15,0.415,0.208,0.106,Landsat-5 TM,0.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2005-11. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2005,12,2005-12-15,0.359,0.285,0.128,Sentinel-2A MSI,10.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2005-12. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2011,1,2011-01-15,0.473,-0.333,-0.218,Landsat-8 OLI,14.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2011-01. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2011,2,2011-02-15,0.43,0.024,0.119,Sentinel-2B MSI,10.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2011-02. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2011,3,2011-03-15,0.263,-0.047,-0.04,Sentinel-2A MSI,10.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2011-03. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2011,4,2011-04-15,0.216,-0.371,-0.151,Landsat-7 ETM+,7.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2011-04. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2011,5,2011-05-15,0.374,-0.308,-0.075,Sentinel-2B MSI,6.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2011-05. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2011,6,2011-06-15,0.509,0.485,0.025,Landsat-8 OLI,11.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2011-06. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2011,7,2011-07-15,0.706,0.414,0.087,Landsat-8 OLI,7.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2011-07. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2011,8,2011-08-15,0.547,0.316,0.02,Landsat-7 ETM+,8.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2011-08. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2011,9,2011-09-15,0.741,0.108,-0.146,Landsat-5 TM,3.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2011-09. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2011,10,2011-10-15,0.437,0.294,-0.01,Sentinel-2A MSI,0.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2011-10. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2011,11,2011-11-15,0.442,0.14,0.021,Landsat-7 ETM+,1.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2011-11. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2011,12,2011-12-15,0.406,-0.074,-0.157,Sentinel-2B MSI,12.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2011-12. Replace with real Sentinel-2/Landsat analysis."
Tiruppur,2015,1,2015-01-15,0.479,-0.251,0.299,Landsat-5 TM,7.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Tiruppur, 2015-01. Replace with real Sentinel-2/Landsat analysis."
